0,51.509254,-0.16104548,-0.016004525,0.047202548,-1.5428923
0.5,51.509248,-0.16104233,0.14668888,-0.018546836,-3.7978932
1,51.509249,-0.16104706,0.23484281,0.012111516,0.75245553
1.5,51.509254,-0.16104473,0.50556258,-0.016803797,0.41489788
2,51.509256,-0.16104478,0.76009985,0.0074017575,-0.55680273
2.5,51.50926,-0.16104674,0.98199302,0.011687511,0.51671937
3,51.509263,-0.16104211,1.2397685,0.013969009,0.31663295
3.5,51.509268,-0.16103975,1.2357058,-0.020290796,1.1118804
4,51.509276,-0.16103949,1.2430545,-0.0082508988,-3.3699797
4.5,51.509279,-0.1610373,1.2517806,-0.0038218198,-0.47722854
5,51.509285,-0.16103933,1.2370979,0.0042484027,-0.25341717
5.5,51.509292,-0.16103944,1.2645521,-0.027346436,0.64974426
6,51.509296,-0.16103896,1.2296836,0.036605379,-1.7916301
6.5,51.509301,-0.161037,1.2374955,0.022509116,2.7749893
7,51.509308,-0.16103654,1.2703509,-0.012578601,-0.71019114
7.5,51.509313,-0.16103483,1.251542,0.015140373,1.3904543
8,51.509319,-0.16103348,1.2361069,0.0026216812,-2.3352098
8.5,51.509325,-0.1610331,1.256686,-0.0027475769,-2.7592499
9,51.50933,-0.16103357,1.2620462,0.016963392,-1.7404911
9.5,51.509336,-0.16103362,1.2668178,0.034561028,7.0571843
10,51.509342,-0.16103503,1.2337142,0.037438603,3.3521872
10.5,51.509348,-0.16103565,1.2466418,0.016163609,1.4282521
11,51.509353,-0.16103615,1.2729975,4.3823941e-05,1.5037755
11.5,51.509358,-0.16103589,1.2524814,0.033991994,-0.1222337
12,51.509364,-0.16103591,1.2604669,-0.0090707751,-0.15867785
12.5,51.50937,-0.16103566,1.2391831,-0.017594375,0.40328854
13,51.509375,-0.16103643,1.2394611,0.0027697916,-1.2108065
13.5,51.509381,-0.16103759,1.242879,0.011422104,-1.9048874
14,51.509387,-0.16103764,1.2688256,0.012434092,-1.5098829
14.5,51.509392,-0.16103688,1.2429415,-0.04377897,1.3635166
15,51.509398,-0.16103694,1.2532141,-0.032792129,-3.0743259
15.5,51.509403,-0.16103651,1.2239665,-0.01093585,-5.1052566
16,51.509408,-0.16103753,1.2164969,-0.0051503941,-2.6602316
16.5,51.509414,-0.16103657,1.2394904,-0.011570466,-0.11555667
17,51.509419,-0.16103655,1.2093193,0.00028560254,-1.7039924
17.5,51.509425,-0.16103638,1.2355752,-0.0026434699,-2.450731
18,51.50943,-0.16103539,1.249931,0.0051813823,-1.7360921
18.5,51.509436,-0.16103489,1.2303622,-0.012416859,-0.80317907
19,51.509441,-0.16103407,1.2437297,0.0027663705,-1.4950781
19.5,51.509447,-0.1610341,1.2511095,0.014925521,2.5827904
20,51.509453,-0.16103468,1.2577665,0.012312031,0.99310737
20.5,51.509458,-0.16103387,1.2412898,0.0082632937,-0.40649146
21,51.509463,-0.16103344,1.2268328,0.019065406,-1.3614009
21.5,51.509468,-0.16103232,1.2356934,0.0083900177,3.9404366
22,51.509474,-0.16103363,1.258686,-0.027948292,-1.416992
22.5,51.50948,-0.16103476,1.2395613,-0.017462153,-2.3679916
23,51.509486,-0.16103586,1.2560447,-0.022007355,1.7397806
23.5,51.509492,-0.16103584,1.2053612,0.026998251,1.1930014
24,51.509497,-0.16103527,1.237945,0.0080118625,-2.8458849
24.5,51.509502,-0.16103515,1.2322404,-0.0081089836,0.059442793
25,51.509508,-0.16103557,1.2509758,-0.0078326702,1.2461733
25.5,51.509514,-0.16103538,1.2547132,-0.04225779,-0.47879168
26,51.509519,-0.16103573,1.2719465,0.0053774422,-0.18102841
26.5,51.509524,-0.16103574,1.2505788,-0.02505035,-4.0616814
27,51.50953,-0.1610361,1.2093036,-0.0085915937,-1.0409351
27.5,51.509536,-0.16103594,1.2397213,-0.056982555,3.5678332
28,51.509541,-0.16103653,1.2524518,-0.030478056,-0.58616683
28.5,51.509547,-0.16103722,1.2405315,-0.035950494,0.51814815
29,51.509553,-0.16103734,1.247303,-0.045844767,-4.2080929
29.5,51.509558,-0.16103781,1.2413663,-0.027590329,-2.5341656
30,51.509564,-0.16103796,1.2513045,-0.0057627398,-2.9795986
30.5,51.50957,-0.16103779,1.2519606,-0.01584103,-1.0732746
31,51.509575,-0.16103735,1.2566985,-0.013330747,1.5888015
31.5,51.509581,-0.16103736,1.2320769,-0.00089494105,-0.43564188
32,51.509586,-0.16103707,1.2348333,-0.019304323,3.264413
32.5,51.509591,-0.1610362,0.99350562,-0.019188371,-1.2014242
33,51.509595,-0.1610372,0.74981377,-0.011219933,-4.3297775
33.5,51.509597,-0.16103723,0.50980559,-0.023575081,-1.9275036
34,51.509599,-0.16103753,0.2354193,0.002040334,1.0318862
34.5,51.5096,-0.16103706,0.22747585,0.068272185,15.857881
35,51.509601,-0.16103609,0.25305089,0.13291183,28.988561
35.5,51.509602,-0.16103511,0.17313164,0.17663311,44.631795
36,51.509603,-0.16103358,0.1049763,0.21516534,61.281786
36.5,51.509603,-0.16103156,0.060504959,0.22737958,77.038572
37,51.509603,-0.16102964,0.012592404,0.22616303,88.989854
37.5,51.509603,-0.16102811,-0.055442982,0.24260531,105.5011
38,51.509603,-0.1610266,-0.13257366,0.23247864,116.77918
38.5,51.509602,-0.1610254,-0.15595011,0.1659297,128.46803
39,51.509601,-0.16102436,-0.23181128,0.13008216,144.8427
39.5,51.5096,-0.16102332,-0.2184098,0.072616701,166.22143
40,51.509599,-0.1610231,-0.25716675,0.0043474835,178.99613
40.5,51.509597,-0.16102305,-0.5227766,0.036325863,179.21358
41,51.509594,-0.16102277,-0.75928205,-0.023202306,178.73361
41.5,51.50959,-0.16102269,-1.0225688,0.019401484,186.19381
42,51.509585,-0.16102259,-1.2517998,-0.0030913515,182.82881
42.5,51.509579,-0.1610224,-1.248354,0.015927568,176.10829
43,51.509574,-0.16102243,-1.2617222,0.021978903,177.47309
43.5,51.509568,-0.16102236,-1.2206911,-0.0050795725,182.30915
44,51.509562,-0.16102217,-1.240312,-0.024600348,178.82592
44.5,51.509557,-0.16102201,-1.2353308,0.0036208158,181.45187
45,51.509551,-0.16102141,-1.2603796,0.025800222,177.54462
45.5,51.509546,-0.16102108,-1.2561097,-0.022744358,180.9325
46,51.50954,-0.16102151,-1.2625244,0.0077192033,181.72525
46.5,51.509535,-0.16102177,-1.209422,-0.043405354,178.93652
47,51.509529,-0.16102202,-1.2688125,-0.028248161,176.71092
47.5,51.509523,-0.16102214,-1.2372966,-0.029167272,178.16546
48,51.509518,-0.16102253,-1.252003,-0.030071744,178.96816
48.5,51.509512,-0.16102225,-1.2731007,0.0047899298,182.89844
49,51.509506,-0.16102268,-1.2364668,-0.031896142,182.04382
49.5,51.509501,-0.1610228,-1.26416,0.04124973,175.45891
50,51.509495,-0.16102284,-1.2755391,-0.003583456,183.36481
50.5,51.50949,-0.16102304,-1.2451688,0.016488396,177.01511
51,51.509484,-0.16102322,-1.2851095,0.0038833252,175.33721
51.5,51.509479,-0.16102273,-1.2496585,0.0087752944,180.6189
52,51.509473,-0.16102268,-1.2381459,0.01900776,183.52023
52.5,51.509468,-0.1610224,-1.2403371,0.0056136143,176.85815
53,51.509462,-0.16102233,-1.2375301,-0.01089659,181.83297
53.5,51.509456,-0.16102263,-1.2711445,0.0064968889,184.16658
54,51.509451,-0.16102284,-1.2605078,-0.010203666,182.21941
54.5,51.509445,-0.16102245,-1.2622268,-0.0080569779,181.35414
55,51.509439,-0.16102236,-1.2741024,0.0027413905,176.41853
55.5,51.509433,-0.16102208,-1.2400148,0.028209152,179.08554
56,51.509428,-0.16102207,-1.2668648,-0.010297808,177.43774
56.5,51.509422,-0.1610219,-1.240958,0.017804925,177.64214
57,51.509417,-0.16102187,-1.2433422,0.0052563128,179.01287
57.5,51.509411,-0.16102195,-1.2539182,0.036164768,181.3025
58,51.509406,-0.16102141,-1.2649385,0.07015918,173.08014
58.5,51.5094,-0.16102128,-1.2584456,0.025297617,176.31411
59,51.509394,-0.16102124,-1.2759155,0.010116371,180.37765
59.5,51.509389,-0.16102092,-1.2531551,0.020128124,176.62022
60,51.509383,-0.16102065,-1.2654551,0.020109436,181.03763
60.5,51.509377,-0.16102054,-1.2547021,-0.0087370169,179.63801
61,51.509372,-0.16102074,-1.2390087,-0.030079758,176.89322
61.5,51.509366,-0.16102129,-1.2382008,-0.037174248,181.23408
62,51.50936,-0.16102168,-1.2581734,-0.025401618,180.43909
62.5,51.509355,-0.16102147,-1.2633686,-0.0047598696,179.04552
63,51.509349,-0.16102181,-1.2470831,-0.038461777,185.69897
63.5,51.509343,-0.16102207,-1.2828529,-0.0018144654,181.2127
64,51.509338,-0.16102234,-1.2440032,-0.039913646,182.70648
64.5,51.509332,-0.16102266,-1.2366672,-0.017438641,182.60257
65,51.509326,-0.16102284,-1.2695325,0.0029198984,180.68053
65.5,51.509321,-0.16102298,-1.2393839,0.046746284,179.35032
66,51.509315,-0.16102273,-1.2624798,0.052260541,179.39176
66.5,51.509309,-0.16102238,-1.2734466,0.011459862,179.18761
67,51.509304,-0.16102208,-1.2226167,0.003210584,179.31722
67.5,51.509298,-0.16102202,-1.2323673,-0.0030803029,176.40836
68,51.509293,-0.16102201,-1.2241878,0.0057451416,181.30335
68.5,51.509287,-0.1610221,-1.2293392,-0.001220141,180.44387
69,51.509282,-0.16102228,-1.2557969,-0.0064348255,176.88193
69.5,51.509276,-0.16102226,-1.2524526,0.0010437947,181.01813
70,51.509271,-0.16102217,-1.2638087,0.0078624976,180.37561
70.5,51.509265,-0.16102214,-1.2544075,0.0053468771,178.43803
71,51.509259,-0.16102199,-1.2599671,0.0085182947,176.90878
71.5,51.509254,-0.16102199,-0.97939695,-0.02060733,182.91585
72,51.50925,-0.16102183,-0.75366253,0.015499605,178.20828
72.5,51.509248,-0.16102165,-0.49450663,0.010463675,175.69024
73,51.509246,-0.16102164,-0.26420284,0.0067306106,178.32719
73.5,51.509245,-0.16102111,-0.21275404,0.083596177,163.62682
74,51.509244,-0.16102013,-0.21787852,0.11814214,147.87833
74.5,51.509243,-0.16101898,-0.15683489,0.15633272,134.96254
75,51.509242,-0.16101746,-0.14134689,0.25258051,118.84645
75.5,51.509242,-0.16101543,-0.043627369,0.241552,101.83943
76,51.509242,-0.16101371,0.018144556,0.26171633,89.307972
76.5,51.509242,-0.16101212,0.064016229,0.23262202,76.249354
77,51.509243,-0.16101056,0.13178033,0.23110698,60.876642
77.5,51.509243,-0.16100911,0.16138419,0.18381914,43.873624
78,51.509244,-0.16100778,0.2143605,0.15618145,28.391988
78.5,51.509245,-0.16100679,0.22017277,0.065104091,15.899542
79,51.509246,-0.16100645,0.22979808,-0.0011011626,1.8781198
79.5,51.509248,-0.16100626,0.49711293,-0.0008417159,1.1782306
80,51.50925,-0.16100643,0.74665757,-0.01120927,-1.2472606
80.5,51.509254,-0.16100659,1.0047624,0.005246934,-1.4700017
81,51.509259,-0.1610069,1.2427863,-0.042467568,0.34898856
81.5,51.509265,-0.1610072,1.2424787,-0.025056253,0.0073757395
82,51.509271,-0.16100757,1.2601361,-0.021617001,1.1924669
82.5,51.509276,-0.1610077,1.2695162,-0.020157531,0.2499685
83,51.509282,-0.16100756,1.2551782,-0.0013703626,-3.5637755
83.5,51.509288,-0.16100764,1.2362262,0.0043185329,-1.1996405
84,51.509293,-0.16100786,1.2709932,-0.047427116,2.0835477
84.5,51.509299,-0.16100803,1.2586479,-0.028244823,0.20656115
85,51.509305,-0.16100828,1.2621734,0.0040095537,0.51722814
85.5,51.50931,-0.16100828,1.2441741,0.023040167,-1.3997798
86,51.509316,-0.16100814,1.2513353,0.027741172,-0.3132571
86.5,51.509322,-0.16100796,1.2349844,0.015807167,2.7903974
87,51.509327,-0.16100795,1.2207842,-0.008744322,-3.7678328
87.5,51.509333,-0.16100822,1.2487646,-0.061106835,-1.2011686
88,51.509338,-0.16100862,1.2673255,-0.037508811,2.1227827
88.5,51.509344,-0.16100896,1.2466707,-0.036007215,1.9338712
89,51.50935,-0.16100916,1.2664816,-0.0086529668,-1.0298673
89.5,51.509355,-0.16100904,1.2560505,-0.025968361,-0.52262702
90,51.509361,-0.16100897,1.2403962,0.026603916,1.9366045
90.5,51.509367,-0.16100883,1.239551,-0.017026069,1.563287
91,51.509372,-0.16100891,1.263805,0.0031046709,-2.5992304
91.5,51.509378,-0.16100892,1.2336823,-0.035036956,-0.4948966
92,51.509383,-0.16100904,1.2426924,0.00062903746,-2.677899
92.5,51.509389,-0.16100931,1.2417553,-0.034799017,-0.25720206
93,51.509395,-0.16100946,1.2459006,-0.013676252,-1.8166893
93.5,51.5094,-0.16100957,1.2434803,0.0041398153,-0.07841025
94,51.509406,-0.16100923,1.2759969,0.023647895,4.0265281
94.5,51.509412,-0.16100905,1.2428992,0.0078866542,1.080755
95,51.509417,-0.16100871,1.2481651,0.051490392,1.0751033
95.5,51.509423,-0.16100858,1.2631564,-0.014521276,-2.5899719
96,51.509429,-0.16100865,1.2287757,-0.01169309,-1.3589055
96.5,51.509434,-0.16100849,1.2453574,0.021834295,0.54893613
97,51.50944,-0.16100805,1.2375448,0.028306575,3.6382203
97.5,51.509445,-0.16100784,1.2931511,0.0080004693,2.1981372
98,51.509451,-0.16100786,1.2566391,0.023696828,1.7174884
98.5,51.509457,-0.16100763,1.2283864,0.024584779,1.484271
99,51.509462,-0.16100748,1.2328267,0.053183397,2.0629786
99.5,51.509468,-0.16100722,1.2353998,0.054007501,0.19487091
100,51.509473,-0.16100722,1.2587059,-0.016818684,-1.983343
100.5,51.509479,-0.16100713,1.2410476,0.021675837,0.68520346
101,51.509485,-0.16100718,1.2477561,-0.029837276,-0.19140624
101.5,51.50949,-0.16100744,1.222505,0.011005734,1.2549425
102,51.509496,-0.16100765,1.2444631,0.0087664603,1.6134079
102.5,51.509501,-0.16100779,1.2706647,-0.016585829,-2.9113976
103,51.509507,-0.16100758,1.23941,0.049505313,0.96362002
103.5,51.509512,-0.16100779,1.2742875,-0.027558181,-3.0445565
104,51.509518,-0.16100793,1.26677,-0.03206847,-1.9318598
104.5,51.509524,-0.16100801,1.2211908,-0.02979761,-2.6503586
105,51.509529,-0.16100802,1.2567251,-0.029509037,-0.38486722
105.5,51.509535,-0.16100841,1.2717438,-0.032933129,-1.9963928
106,51.50954,-0.1610083,1.2634589,-0.0027611291,-1.1834884
106.5,51.509546,-0.16100828,1.2408867,-0.0066092923,-1.5282569
107,51.509552,-0.16100801,1.23615,0.0023520806,1.2254559
107.5,51.509557,-0.16100802,1.2662412,0.011171447,-2.8420298
108,51.509563,-0.16100792,1.2667225,0.0040831153,-1.7640786
108.5,51.509569,-0.16100794,1.2814489,-0.014564804,-4.5108318
109,51.509574,-0.16100841,1.2691337,-0.015995811,-3.8944586
109.5,51.50958,-0.16100849,1.256663,-0.0067403271,-0.43263172
110,51.509586,-0.16100866,1.2788865,-0.044648491,-0.015176939
110.5,51.509591,-0.16100882,1.0259383,-0.020870901,0.34908037
111,51.509595,-0.16100906,0.76827614,-0.012564385,-1.960271
111.5,51.509598,-0.16100919,0.49996813,0.00077265519,-5.3693853
112,51.509599,-0.16100931,0.24645041,-0.012991042,-2.3177734
112.5,51.509601,-0.16100913,0.21604184,0.064194848,12.48868
113,51.509602,-0.16100839,0.21967546,0.15345117,29.723894
113.5,51.509602,-0.16100689,0.12467939,0.20658423,46.646285
114,51.509603,-0.16100546,0.1311969,0.18618919,65.268681
114.5,51.509603,-0.16100388,0.05085483,0.25596079,73.824297
115,51.509603,-0.16100204,-0.017310178,0.25879427,90.67347
115.5,51.509603,-0.16100048,-0.063161679,0.22150757,104.03174
116,51.509603,-0.16099889,-0.12216978,0.20798141,118.37358
116.5,51.509602,-0.16099749,-0.16621011,0.19563339,133.7516
117,51.509601,-0.16099641,-0.21086423,0.12220075,150.27744
117.5,51.5096,-0.16099592,-0.25657571,0.06526215,163.01339
118,51.509599,-0.16099568,-0.24357794,0.016429774,180.2845
118.5,51.509597,-0.16099568,-0.49821753,0.010445247,179.29659
119,51.509594,-0.16099557,-0.77062111,0.021680885,177.50677
119.5,51.50959,-0.16099546,-1.0035512,0.053720015,176.09623
120,51.509585,-0.16099525,-1.2247884,0.016446494,178.64629
120.5,51.50958,-0.16099515,-1.2532577,0.0034193946,179.6672
121,51.509574,-0.16099527,-1.2595614,-0.013773475,179.53524
121.5,51.509568,-0.16099508,-1.2637126,0.039228385,181.03351
122,51.509563,-0.16099505,-1.2347148,0.013305327,179.51477
122.5,51.509557,-0.16099493,-1.2528444,0.010796899,180.45234
123,51.509552,-0.16099497,-1.2524309,-0.03764123,182.44945
123.5,51.509546,-0.16099528,-1.2384082,-0.014805065,179.64495
124,51.50954,-0.16099558,-1.2619408,-0.019875942,183.23455
124.5,51.509535,-0.16099584,-1.254538,-0.034890089,180.91761
125,51.509529,-0.16099608,-1.2453546,-0.053583905,181.2995
125.5,51.509524,-0.16099616,-1.2537973,-0.012313838,182.94491
126,51.509518,-0.1609962,-1.2515111,0.0052379261,179.11064
126.5,51.509512,-0.16099601,-1.2707213,0.035511564,173.47936
127,51.509507,-0.16099583,-1.2267743,-0.00030883646,178.17977
127.5,51.509501,-0.16099578,-1.2143269,0.020326464,175.41379
128,51.509496,-0.16099571,-1.2331801,-0.0088447518,181.14096
128.5,51.50949,-0.16099558,-1.242511,0.034820953,177.76986
129,51.509484,-0.16099537,-1.2564061,0.0060746328,178.82523
129.5,51.509479,-0.1609954,-1.2255219,-0.018077031,182.23781
130,51.509473,-0.16099541,-1.2678995,-0.01518434,181.16163
130.5,51.509468,-0.16099541,-1.2724948,-0.010459164,180.28627
131,51.509462,-0.16099549,-1.259054,-0.0176269,180.27102
131.5,51.509456,-0.16099575,-1.2430359,-0.019427475,183.09225
132,51.509451,-0.16099575,-1.2672156,-0.0044834353,182.09542
132.5,51.509445,-0.16099573,-1.2427067,0.024183875,181.30482
133,51.509439,-0.16099528,-1.2562791,0.032232763,180.32144
133.5,51.509434,-0.1609951,-1.2475948,0.052516991,180.48024
134,51.509428,-0.16099482,-1.2684468,0.05340415,179.09891
134.5,51.509422,-0.16099457,-1.2298549,0.042202295,176.05359
135,51.509417,-0.1609943,-1.2178939,0.024139195,180.08487
135.5,51.509411,-0.16099431,-1.2394167,-0.0095086539,181.84347
136,51.509406,-0.16099445,-1.2558484,-0.0039447025,180.27612
136.5,51.5094,-0.16099435,-1.2616281,0.01912231,178.21037
137,51.509395,-0.16099414,-1.2538916,0.023083732,180.81084
137.5,51.509389,-0.16099404,-1.2447221,0.022020536,178.10936
138,51.509383,-0.16099385,-1.2287793,0.0079185056,179.65507
138.5,51.509378,-0.16099362,-1.2526161,0.030793284,179.23958
139,51.509372,-0.16099352,-1.2402936,0.030201004,180.84848
139.5,51.509367,-0.16099331,-1.2391829,0.025061449,178.08254
140,51.509361,-0.16099308,-1.27253,0.029010369,179.54763
140.5,51.509355,-0.16099296,-1.2744937,0.025924214,182.07848
141,51.50935,-0.16099285,-1.2376289,0.031157121,177.32702
141.5,51.509344,-0.1609928,-1.2355953,-0.022006195,178.81183
142,51.509339,-0.1609929,-1.267023,-0.0062150915,176.70071
142.5,51.509333,-0.16099266,-1.2615898,0.02212363,178.75134
